ID_TRANSACCION;ID_CLIENTE;TIPO_TRANSACCION;MONTO;CANAL;COMERCIO_CONTRAPARTE;FECHA
5632;27;COMPRA_COMERCIO;-755708;ATM;AGUAS_ANDINAS;2025-08-09
5633;29;TRANSFERENCIA_RECIBIDA;141006;APP_MOVIL;MARIA_GONZALEZ;2025-12-06
5634;27;COMPRA_COMERCIO;-206561;WEB;MOVISTAR;2025-10-16
5635;14;COMPRA_COMERCIO;-676766;SUCURSAL;COPEC;2025-11-14
5636;3;COMPRA_COMERCIO;-436155;ATM;NETFLIX;2025-01-15
5637;9;PAGO_SERVICIO;-319181;WEB;AMAZON;2025-02-13
5638;21;PAGO_SERVICIO;-660114;APP_MOVIL;UBER;2025-02-12
5639;13;DEPOSITO;2017927;APP_MOVIL;EMPRESA_X;2025-10-16
5640;22;GIRO_CAJERO;-430105;ATM;SHELL;2025-10-19
5641;12;PAGO_SERVICIO;-7095;SUCURSAL;AMAZON;2025-06-01
5642;11;TRANSFERENCIA_ENVIADA;-624962;APP_MOVIL;AGUAS_ANDINAS;2025-01-23
5643;9;PAGO_NOMINA;2488762;WEB;BANCO_ESTADO;2025-05-08
5644;13;PAGO_SERVICIO;-594615;SUCURSAL;FALABELLA;2025-10-01
5645;14;PAGO_SERVICIO;-220609;APP_MOVIL;SHELL;2025-06-12
5646;25;GIRO_CAJERO;-192568;SUCURSAL;NETFLIX;2025-06-11
5647;27;TRANSFERENCIA_ENVIADA;-782431;SUCURSAL;UBER;2025-09-26
5648;18;TRANSFERENCIA_RECIBIDA;1891066;WEB;EMPRESA_X;2025-09-27
5649;11;GIRO_CAJERO;-46094;APP_MOVIL;SHELL;2025-08-18
5650;23;GIRO_CAJERO;-660325;WEB;FALABELLA;2025-01-20
5651;23;PAGO_NOMINA;488252;APP_MOVIL;JUAN_PEREZ;2025-09-01
5652;8;PAGO_SERVICIO;-350451;WEB;MOVISTAR;2025-11-16
5653;13;PAGO_NOMINA;665298;ATM;BANCO_CHILE;2025-03-05
5654;6;COMPRA_COMERCIO;-22864;APP_MOVIL;SUPERMERCADO_LIDER;2025-07-07
5655;10;TRANSFERENCIA_RECIBIDA;1594148;APP_MOVIL;MARIA_GONZALEZ;2025-05-11
5656;2;PAGO_SERVICIO;-590474;SUCURSAL;FALABELLA;2025-01-06
5657;27;PAGO_SERVICIO;-20840;ATM;FALABELLA;2025-06-16
5658;26;PAGO_SERVICIO;-731269;WEB;AGUAS_ANDINAS;2025-10-06
5659;21;TRANSFERENCIA_RECIBIDA;1898347;APP_MOVIL;EMPRESA_Y;2025-04-28
5660;19;TRANSFERENCIA_ENVIADA;-348822;SUCURSAL;FALABELLA;2025-06-21
5661;20;GIRO_CAJERO;-50473;ATM;FALABELLA;2025-09-28
5662;14;PAGO_NOMINA;1982640;SUCURSAL;EMPRESA_Y;2025-10-08
5663;13;TRANSFERENCIA_ENVIADA;-521589;WEB;AMAZON;2025-07-16
5664;12;COMPRA_COMERCIO;-518569;ATM;UBER;2025-01-07
5665;26;TRANSFERENCIA_ENVIADA;-282130;WEB;UBER;2025-10-21
5666;7;TRANSFERENCIA_ENVIADA;-443700;ATM;SHELL;2025-09-27
5667;19;PAGO_SERVICIO;-208217;SUCURSAL;SHELL;2025-08-11
5668;1;TRANSFERENCIA_ENVIADA;-380529;WEB;ENEL;2025-01-09
5669;30;GIRO_CAJERO;-573617;SUCURSAL;AMAZON;2025-03-21
5670;27;COMPRA_COMERCIO;-211352;ATM;MOVISTAR;2025-08-05
5671;10;COMPRA_COMERCIO;-676518;WEB;COPEC;2025-02-25
5672;25;PAGO_NOMINA;382097;APP_MOVIL;PROVEEDOR_ABC;2025-08-11
5673;11;GIRO_CAJERO;-653655;WEB;ENEL;2025-10-23
5674;15;TRANSFERENCIA_RECIBIDA;547682;APP_MOVIL;EMPRESA_Y;2025-07-07
5675;23;COMPRA_COMERCIO;-131185;APP_MOVIL;FALABELLA;2025-04-22
5676;29;GIRO_CAJERO;-405107;ATM;COPEC;2025-11-09
5677;15;TRANSFERENCIA_ENVIADA;-633555;SUCURSAL;ENEL;2025-08-15
5678;15;GIRO_CAJERO;-350751;SUCURSAL;AGUAS_ANDINAS;2025-08-22
5679;8;COMPRA_COMERCIO;-356677;APP_MOVIL;AGUAS_ANDINAS;2025-05-09
5680;6;PAGO_SERVICIO;-23838;SUCURSAL;NETFLIX;2025-10-02
5681;14;TRANSFERENCIA_ENVIADA;-194532;SUCURSAL;MOVISTAR;2025-05-22
5682;12;PAGO_SERVICIO;-668779;APP_MOVIL;NETFLIX;2025-07-03
5683;18;TRANSFERENCIA_ENVIADA;-316652;APP_MOVIL;AGUAS_ANDINAS;2025-07-11
5684;18;COMPRA_COMERCIO;-109923;ATM;ENEL;2025-10-26
5685;17;GIRO_CAJERO;-647698;ATM;ENEL;2025-01-21
5686;19;TRANSFERENCIA_ENVIADA;-84305;SUCURSAL;SUPERMERCADO_LIDER;2025-07-19
5687;30;COMPRA_COMERCIO;-84194;WEB;COPEC;2025-02-06
5688;1;PAGO_SERVICIO;-204332;APP_MOVIL;MOVISTAR;2025-10-01
5689;23;PAGO_SERVICIO;-273351;APP_MOVIL;ENEL;2025-04-24
5690;22;TRANSFERENCIA_RECIBIDA;1634619;ATM;PROVEEDOR_ABC;2025-06-02
5691;8;COMPRA_COMERCIO;-314333;WEB;NETFLIX;2025-03-05
5692;1;PAGO_NOMINA;266060;SUCURSAL;CLIENTE_123;2025-03-26
5693;17;TRANSFERENCIA_ENVIADA;-579863;APP_MOVIL;ENEL;2025-09-06
5694;23;DEPOSITO;241668;SUCURSAL;JUAN_PEREZ;2025-07-08
5695;27;TRANSFERENCIA_ENVIADA;-206138;WEB;ENEL;2025-06-17
5696;6;GIRO_CAJERO;-304191;SUCURSAL;UBER;2025-10-08
5697;12;COMPRA_COMERCIO;-288595;SUCURSAL;SHELL;2025-05-05
5698;12;COMPRA_COMERCIO;-254005;ATM;ENEL;2025-12-12
5699;23;COMPRA_COMERCIO;-32084;ATM;AMAZON;2025-04-08
5700;23;DEPOSITO;2357021;SUCURSAL;MARIA_GONZALEZ;2025-02-03
5701;5;GIRO_CAJERO;-724028;WEB;AGUAS_ANDINAS;2025-01-21
5702;4;PAGO_SERVICIO;-60837;APP_MOVIL;MOVISTAR;2025-05-06
5703;18;DEPOSITO;981937;SUCURSAL;EMPRESA_Y;2025-05-12
5704;8;TRANSFERENCIA_ENVIADA;-287476;WEB;NETFLIX;2025-05-07
5705;21;DEPOSITO;282239;WEB;MARIA_GONZALEZ;2025-01-21
5706;29;PAGO_SERVICIO;-482016;APP_MOVIL;UBER;2025-06-20
5707;8;PAGO_SERVICIO;-599072;WEB;MOVISTAR;2025-08-16
5708;28;PAGO_SERVICIO;-221813;SUCURSAL;SUPERMERCADO_LIDER;2025-08-08
5709;18;TRANSFERENCIA_RECIBIDA;1266121;WEB;EMPRESA_Y;2025-02-14
5710;9;PAGO_NOMINA;587654;ATM;PROVEEDOR_ABC;2025-05-07
5711;26;GIRO_CAJERO;-229699;ATM;AGUAS_ANDINAS;2025-04-10
5712;15;GIRO_CAJERO;-290937;SUCURSAL;COPEC;2025-05-02
5713;15;GIRO_CAJERO;-177274;WEB;UBER;2025-10-10
5714;7;DEPOSITO;1996109;APP_MOVIL;PROVEEDOR_ABC;2025-12-24
5715;3;PAGO_SERVICIO;-6741;ATM;AMAZON;2025-03-15
5716;15;COMPRA_COMERCIO;-582822;APP_MOVIL;AMAZON;2025-04-25
5717;29;TRANSFERENCIA_ENVIADA;-473693;WEB;UBER;2025-11-25
5718;24;TRANSFERENCIA_ENVIADA;-45048;SUCURSAL;NETFLIX;2025-12-13
5719;22;GIRO_CAJERO;-657530;APP_MOVIL;MOVISTAR;2025-09-11
5720;12;GIRO_CAJERO;-182175;APP_MOVIL;NETFLIX;2025-11-01
5721;19;DEPOSITO;495285;SUCURSAL;PROVEEDOR_ABC;2025-12-11
5722;11;PAGO_NOMINA;575030;WEB;PROVEEDOR_ABC;2025-07-18
5723;30;TRANSFERENCIA_RECIBIDA;1908547;ATM;PROVEEDOR_ABC;2025-09-19
5724;1;DEPOSITO;2427795;WEB;EMPRESA_X;2025-06-26
5725;5;COMPRA_COMERCIO;-500779;WEB;FALABELLA;2025-05-24
5726;13;GIRO_CAJERO;-96164;WEB;NETFLIX;2025-05-11
5727;26;PAGO_SERVICIO;-445926;SUCURSAL;ENEL;2025-09-28
5728;27;COMPRA_COMERCIO;-123100;ATM;MOVISTAR;2025-10-01
5729;17;DEPOSITO;2242622;ATM;BANCO_ESTADO;2025-03-28
5730;18;COMPRA_COMERCIO;-310840;SUCURSAL;MOVISTAR;2025-08-12
5731;8;PAGO_NOMINA;2041355;APP_MOVIL;EMPRESA_X;2025-10-07
5732;14;TRANSFERENCIA_ENVIADA;-307608;WEB;AMAZON;2025-05-21
5733;20;COMPRA_COMERCIO;-319450;ATM;ENEL;2025-09-05
5734;2;COMPRA_COMERCIO;-300058;APP_MOVIL;COPEC;2025-04-28
5735;27;COMPRA_COMERCIO;-212796;WEB;ENEL;2025-03-01
5736;1;TRANSFERENCIA_ENVIADA;-716073;APP_MOVIL;MOVISTAR;2025-06-15
5737;21;TRANSFERENCIA_ENVIADA;-727022;ATM;FALABELLA;2025-09-11
5738;30;TRANSFERENCIA_ENVIADA;-628599;WEB;UBER;2025-12-22
5739;27;COMPRA_COMERCIO;-306484;ATM;AGUAS_ANDINAS;2025-06-20
5740;1;PAGO_SERVICIO;-581126;ATM;COPEC;2025-04-16
5741;29;DEPOSITO;414548;WEB;BANCO_CHILE;2025-04-27
5742;6;GIRO_CAJERO;-467903;WEB;FALABELLA;2025-03-17
5743;20;PAGO_SERVICIO;-757872;SUCURSAL;MOVISTAR;2025-05-14
5744;19;DEPOSITO;2447804;WEB;PROVEEDOR_ABC;2025-02-15
5745;3;COMPRA_COMERCIO;-317226;ATM;AGUAS_ANDINAS;2025-10-23
5746;23;COMPRA_COMERCIO;-594634;WEB;UBER;2025-10-24
5747;21;COMPRA_COMERCIO;-656681;APP_MOVIL;NETFLIX;2025-05-13
5748;15;GIRO_CAJERO;-664312;WEB;SHELL;2025-08-04
5749;22;TRANSFERENCIA_ENVIADA;-391716;WEB;AMAZON;2025-01-15
5750;23;COMPRA_COMERCIO;-604000;SUCURSAL;MOVISTAR;2025-02-20
5751;24;PAGO_SERVICIO;-63521;APP_MOVIL;COPEC;2025-06-18
5752;5;PAGO_SERVICIO;-492350;SUCURSAL;AGUAS_ANDINAS;2025-05-12
5753;22;COMPRA_COMERCIO;-283362;SUCURSAL;MOVISTAR;2025-02-01
5754;19;TRANSFERENCIA_RECIBIDA;1808068;WEB;EMPRESA_Y;2025-03-07
5755;27;GIRO_CAJERO;-750188;ATM;COPEC;2025-06-01
5756;7;GIRO_CAJERO;-254654;APP_MOVIL;FALABELLA;2025-08-11
5757;21;GIRO_CAJERO;-195867;SUCURSAL;COPEC;2025-11-18
5758;10;TRANSFERENCIA_ENVIADA;-161254;ATM;MOVISTAR;2025-06-14
5759;5;COMPRA_COMERCIO;-32930;APP_MOVIL;UBER;2025-04-24
5760;24;TRANSFERENCIA_RECIBIDA;2224719;ATM;CLIENTE_123;2025-11-25
5761;30;TRANSFERENCIA_ENVIADA;-550755;APP_MOVIL;FALABELLA;2025-04-10
5762;19;TRANSFERENCIA_RECIBIDA;2126989;ATM;PROVEEDOR_ABC;2025-10-10
5763;8;PAGO_SERVICIO;-303966;SUCURSAL;UBER;2025-10-15
5764;28;PAGO_NOMINA;2310458;SUCURSAL;BANCO_ESTADO;2025-01-27
5765;9;COMPRA_COMERCIO;-187156;ATM;SUPERMERCADO_LIDER;2025-02-01
5766;11;DEPOSITO;1453323;WEB;BANCO_ESTADO;2025-02-07
5767;22;GIRO_CAJERO;-564554;APP_MOVIL;MOVISTAR;2025-06-09
5768;6;COMPRA_COMERCIO;-399762;APP_MOVIL;AGUAS_ANDINAS;2025-11-10
5769;27;COMPRA_COMERCIO;-550674;APP_MOVIL;UBER;2025-09-06
5770;17;TRANSFERENCIA_RECIBIDA;2065310;ATM;EMPRESA_Y;2025-02-23
5771;10;PAGO_NOMINA;1731082;ATM;BANCO_CHILE;2025-09-27
5772;14;TRANSFERENCIA_ENVIADA;-645459;SUCURSAL;ENEL;2025-08-04
5773;12;PAGO_NOMINA;1404912;APP_MOVIL;CLIENTE_123;2025-02-25
5774;16;TRANSFERENCIA_RECIBIDA;1982975;APP_MOVIL;CLIENTE_123;2025-02-22
5775;14;GIRO_CAJERO;-639246;SUCURSAL;SHELL;2025-09-07
5776;5;PAGO_SERVICIO;-89990;ATM;FALABELLA;2025-08-17
5777;26;TRANSFERENCIA_ENVIADA;-391522;ATM;COPEC;2025-01-24
5778;12;GIRO_CAJERO;-656410;ATM;ENEL;2025-06-11
5779;29;PAGO_NOMINA;402356;SUCURSAL;PROVEEDOR_ABC;2025-07-07
5780;8;PAGO_NOMINA;1280915;SUCURSAL;PROVEEDOR_ABC;2025-03-28
5781;22;GIRO_CAJERO;-688727;ATM;AGUAS_ANDINAS;2025-12-11
5782;11;PAGO_NOMINA;1572901;ATM;BANCO_CHILE;2025-06-27
5783;16;DEPOSITO;608924;APP_MOVIL;BANCO_CHILE;2025-08-11
5784;23;GIRO_CAJERO;-353324;WEB;COPEC;2025-02-04
5785;9;DEPOSITO;1223610;WEB;MARIA_GONZALEZ;2025-01-28
5786;16;TRANSFERENCIA_ENVIADA;-574177;ATM;NETFLIX;2025-12-26
5787;9;TRANSFERENCIA_RECIBIDA;178368;SUCURSAL;CLIENTE_123;2025-07-10
5788;22;PAGO_SERVICIO;-186468;ATM;FALABELLA;2025-10-28
5789;23;TRANSFERENCIA_RECIBIDA;1653583;SUCURSAL;JUAN_PEREZ;2025-12-10
5790;16;PAGO_SERVICIO;-57197;ATM;SHELL;2025-02-02
5791;21;COMPRA_COMERCIO;-203263;SUCURSAL;ENEL;2025-06-10
5792;15;COMPRA_COMERCIO;-124909;SUCURSAL;MOVISTAR;2025-04-06
5793;15;PAGO_SERVICIO;-169480;APP_MOVIL;AMAZON;2025-10-17
5794;21;DEPOSITO;1879293;SUCURSAL;MARIA_GONZALEZ;2025-04-24
5795;1;PAGO_SERVICIO;-526200;SUCURSAL;SUPERMERCADO_LIDER;2025-08-11
5796;9;TRANSFERENCIA_RECIBIDA;1486290;APP_MOVIL;CLIENTE_123;2025-11-24
5797;7;COMPRA_COMERCIO;-335591;ATM;COPEC;2025-01-27
5798;24;PAGO_SERVICIO;-243511;SUCURSAL;MOVISTAR;2025-07-25
5799;12;COMPRA_COMERCIO;-617426;APP_MOVIL;SUPERMERCADO_LIDER;2025-12-18
5800;22;COMPRA_COMERCIO;-364190;ATM;ENEL;2025-01-22
5801;23;GIRO_CAJERO;-648122;ATM;COPEC;2025-08-12
5802;10;COMPRA_COMERCIO;-767994;ATM;SHELL;2025-01-10
5803;2;COMPRA_COMERCIO;-459041;WEB;AMAZON;2025-11-16
5804;3;PAGO_SERVICIO;-765838;ATM;COPEC;2025-05-09
5805;29;TRANSFERENCIA_ENVIADA;-532979;WEB;NETFLIX;2025-07-08
5806;29;DEPOSITO;241087;WEB;BANCO_ESTADO;2025-03-18
5807;12;TRANSFERENCIA_ENVIADA;-740908;APP_MOVIL;AGUAS_ANDINAS;2025-10-11
5808;28;COMPRA_COMERCIO;-45812;WEB;FALABELLA;2025-05-04
5809;3;GIRO_CAJERO;-162434;WEB;SUPERMERCADO_LIDER;2025-07-02
5810;28;COMPRA_COMERCIO;-86847;APP_MOVIL;UBER;2025-03-24
5811;3;TRANSFERENCIA_ENVIADA;-676344;SUCURSAL;ENEL;2025-02-14
5812;8;TRANSFERENCIA_ENVIADA;-619590;WEB;ENEL;2025-08-21
5813;13;PAGO_SERVICIO;-681540;APP_MOVIL;MOVISTAR;2025-11-08
5814;21;GIRO_CAJERO;-103400;SUCURSAL;UBER;2025-07-21
5815;20;COMPRA_COMERCIO;-583170;ATM;AMAZON;2025-06-12
5816;18;TRANSFERENCIA_RECIBIDA;1208005;ATM;MARIA_GONZALEZ;2025-07-22
5817;19;TRANSFERENCIA_ENVIADA;-395747;SUCURSAL;UBER;2025-08-11
5818;7;PAGO_NOMINA;2219553;WEB;EMPRESA_Y;2025-04-11
5819;30;COMPRA_COMERCIO;-557598;ATM;NETFLIX;2025-11-25
5820;11;TRANSFERENCIA_ENVIADA;-382745;SUCURSAL;UBER;2025-02-03
5821;25;PAGO_SERVICIO;-122084;WEB;FALABELLA;2025-07-14
5822;5;GIRO_CAJERO;-37813;WEB;AGUAS_ANDINAS;2025-04-13
5823;8;GIRO_CAJERO;-585584;SUCURSAL;SUPERMERCADO_LIDER;2025-10-12
5824;24;TRANSFERENCIA_ENVIADA;-573246;SUCURSAL;MOVISTAR;2025-08-11
5825;28;PAGO_SERVICIO;-559384;SUCURSAL;SHELL;2025-01-07
5826;20;TRANSFERENCIA_RECIBIDA;1320936;APP_MOVIL;JUAN_PEREZ;2025-11-05
5827;24;PAGO_NOMINA;2187180;SUCURSAL;BANCO_ESTADO;2025-01-09
5828;1;COMPRA_COMERCIO;-656232;SUCURSAL;SHELL;2025-01-27
5829;16;PAGO_NOMINA;208584;WEB;MARIA_GONZALEZ;2025-09-24
5830;20;PAGO_SERVICIO;-125572;WEB;ENEL;2025-03-14
5831;24;COMPRA_COMERCIO;-591280;ATM;COPEC;2025-02-26
5832;15;TRANSFERENCIA_RECIBIDA;2473061;WEB;JUAN_PEREZ;2025-08-24
5833;22;PAGO_SERVICIO;-478281;WEB;NETFLIX;2025-09-15
5834;3;COMPRA_COMERCIO;-133786;WEB;UBER;2025-11-22
5835;19;COMPRA_COMERCIO;-58369;ATM;ENEL;2025-06-17
5836;2;TRANSFERENCIA_RECIBIDA;560366;SUCURSAL;EMPRESA_X;2025-01-28
5837;16;DEPOSITO;2218403;APP_MOVIL;PROVEEDOR_ABC;2025-06-04
5838;25;TRANSFERENCIA_ENVIADA;-292050;SUCURSAL;ENEL;2025-06-01
5839;15;PAGO_SERVICIO;-102803;SUCURSAL;SUPERMERCADO_LIDER;2025-06-09
5840;7;PAGO_SERVICIO;-340426;ATM;NETFLIX;2025-02-11
5841;26;PAGO_NOMINA;2227627;SUCURSAL;BANCO_CHILE;2025-10-25
5842;29;COMPRA_COMERCIO;-723784;WEB;AMAZON;2025-05-21
5843;22;TRANSFERENCIA_ENVIADA;-623381;APP_MOVIL;AMAZON;2025-10-13
5844;13;GIRO_CAJERO;-371823;APP_MOVIL;AGUAS_ANDINAS;2025-11-19
5845;6;TRANSFERENCIA_ENVIADA;-351065;APP_MOVIL;FALABELLA;2025-07-05
5846;28;PAGO_SERVICIO;-201264;ATM;SHELL;2025-11-14
5847;15;TRANSFERENCIA_RECIBIDA;473768;WEB;JUAN_PEREZ;2025-03-25
5848;4;DEPOSITO;2312799;ATM;BANCO_ESTADO;2025-01-02
5849;28;TRANSFERENCIA_ENVIADA;-707344;SUCURSAL;COPEC;2025-08-08
5850;29;TRANSFERENCIA_ENVIADA;-48568;SUCURSAL;AMAZON;2025-04-02
5851;8;PAGO_SERVICIO;-487420;APP_MOVIL;SUPERMERCADO_LIDER;2025-05-25
5852;13;PAGO_SERVICIO;-716912;WEB;AMAZON;2025-08-04
5853;20;TRANSFERENCIA_RECIBIDA;1384758;ATM;JUAN_PEREZ;2025-01-15
5854;28;PAGO_SERVICIO;-739500;APP_MOVIL;FALABELLA;2025-09-28
5855;18;GIRO_CAJERO;-94343;APP_MOVIL;COPEC;2025-08-02
5856;8;TRANSFERENCIA_ENVIADA;-738853;SUCURSAL;AMAZON;2025-02-03
5857;23;PAGO_NOMINA;1512601;SUCURSAL;CLIENTE_123;2025-02-20
5858;21;PAGO_SERVICIO;-416547;WEB;UBER;2025-03-01
5859;19;TRANSFERENCIA_RECIBIDA;1349824;WEB;EMPRESA_X;2025-02-07
5860;14;TRANSFERENCIA_ENVIADA;-358564;SUCURSAL;AGUAS_ANDINAS;2025-12-28
5861;27;DEPOSITO;728383;ATM;EMPRESA_X;2025-05-01
5862;18;TRANSFERENCIA_ENVIADA;-722618;SUCURSAL;MOVISTAR;2025-12-28
5863;28;TRANSFERENCIA_ENVIADA;-509262;APP_MOVIL;UBER;2025-06-09
5864;4;PAGO_SERVICIO;-43183;WEB;AGUAS_ANDINAS;2025-04-20
5865;7;GIRO_CAJERO;-443696;APP_MOVIL;COPEC;2025-12-10
5866;11;TRANSFERENCIA_ENVIADA;-577062;SUCURSAL;FALABELLA;2025-01-22
5867;28;PAGO_NOMINA;2344584;WEB;EMPRESA_X;2025-08-23
5868;4;PAGO_NOMINA;799590;APP_MOVIL;BANCO_CHILE;2025-05-20
5869;4;PAGO_NOMINA;2429129;WEB;BANCO_CHILE;2025-04-21
5870;19;TRANSFERENCIA_RECIBIDA;814493;WEB;JUAN_PEREZ;2025-08-16
5871;9;DEPOSITO;1712186;APP_MOVIL;EMPRESA_X;2025-10-23
5872;11;TRANSFERENCIA_ENVIADA;-315007;ATM;COPEC;2025-06-13
5873;7;GIRO_CAJERO;-20901;WEB;ENEL;2025-12-07
5874;5;DEPOSITO;263306;SUCURSAL;CLIENTE_123;2025-08-16
5875;29;PAGO_NOMINA;2007815;WEB;PROVEEDOR_ABC;2025-08-08
5876;4;TRANSFERENCIA_ENVIADA;-112190;ATM;AGUAS_ANDINAS;2025-12-13
5877;19;GIRO_CAJERO;-320306;ATM;AGUAS_ANDINAS;2025-08-24
5878;13;PAGO_SERVICIO;-397598;SUCURSAL;NETFLIX;2025-09-08
5879;27;TRANSFERENCIA_ENVIADA;-3703;APP_MOVIL;ENEL;2025-02-19
5880;27;PAGO_NOMINA;1667237;APP_MOVIL;BANCO_ESTADO;2025-03-19
5881;6;PAGO_SERVICIO;-625325;ATM;ENEL;2025-01-09
5882;11;GIRO_CAJERO;-204191;ATM;COPEC;2025-09-19
5883;24;COMPRA_COMERCIO;-495181;WEB;FALABELLA;2025-05-18
5884;12;COMPRA_COMERCIO;-157111;WEB;AGUAS_ANDINAS;2025-12-13
5885;9;PAGO_SERVICIO;-756453;ATM;MOVISTAR;2025-11-28
5886;11;COMPRA_COMERCIO;-461414;ATM;SUPERMERCADO_LIDER;2025-05-18
5887;23;COMPRA_COMERCIO;-326703;SUCURSAL;UBER;2025-09-24
5888;27;GIRO_CAJERO;-112726;APP_MOVIL;NETFLIX;2025-07-03
5889;11;DEPOSITO;749167;APP_MOVIL;BANCO_CHILE;2025-07-01
5890;9;COMPRA_COMERCIO;-34978;WEB;AGUAS_ANDINAS;2025-10-02
5891;9;TRANSFERENCIA_ENVIADA;-722704;WEB;MOVISTAR;2025-02-23
5892;3;TRANSFERENCIA_ENVIADA;-673057;SUCURSAL;ENEL;2025-01-17
5893;27;TRANSFERENCIA_RECIBIDA;2412053;ATM;BANCO_ESTADO;2025-03-22
5894;8;PAGO_SERVICIO;-87690;APP_MOVIL;NETFLIX;2025-07-28
5895;26;PAGO_NOMINA;1647106;SUCURSAL;PROVEEDOR_ABC;2025-06-11
5896;27;PAGO_SERVICIO;-669571;ATM;AGUAS_ANDINAS;2025-05-25
5897;4;COMPRA_COMERCIO;-594470;WEB;COPEC;2025-01-25
5898;13;TRANSFERENCIA_RECIBIDA;1774263;APP_MOVIL;BANCO_ESTADO;2025-10-17
5899;21;GIRO_CAJERO;-267871;APP_MOVIL;COPEC;2025-12-02
5900;28;DEPOSITO;512376;SUCURSAL;CLIENTE_123;2025-12-05
5901;23;GIRO_CAJERO;-481480;ATM;AMAZON;2025-12-24
5902;10;TRANSFERENCIA_ENVIADA;-446637;ATM;SUPERMERCADO_LIDER;2025-01-27
5903;16;COMPRA_COMERCIO;-431986;ATM;NETFLIX;2025-01-28
5904;26;DEPOSITO;2158635;WEB;BANCO_ESTADO;2025-09-03
5905;14;GIRO_CAJERO;-736593;WEB;AGUAS_ANDINAS;2025-01-24
5906;14;TRANSFERENCIA_ENVIADA;-26181;SUCURSAL;MOVISTAR;2025-04-13
5907;1;PAGO_NOMINA;343179;SUCURSAL;MARIA_GONZALEZ;2025-02-10
5908;17;COMPRA_COMERCIO;-73987;ATM;AGUAS_ANDINAS;2025-06-10
5909;19;TRANSFERENCIA_RECIBIDA;649024;SUCURSAL;MARIA_GONZALEZ;2025-06-16
5910;18;TRANSFERENCIA_RECIBIDA;1011014;SUCURSAL;MARIA_GONZALEZ;2025-08-05
5911;4;PAGO_NOMINA;642899;ATM;EMPRESA_Y;2025-03-28
5912;1;PAGO_SERVICIO;-784169;SUCURSAL;SUPERMERCADO_LIDER;2025-10-22
5913;26;PAGO_SERVICIO;-634758;ATM;ENEL;2025-08-05
5914;8;GIRO_CAJERO;-616452;WEB;MOVISTAR;2025-02-07
5915;27;PAGO_SERVICIO;-12713;ATM;ENEL;2025-12-25
5916;20;DEPOSITO;1469512;APP_MOVIL;BANCO_ESTADO;2025-01-17
5917;27;COMPRA_COMERCIO;-92020;WEB;AGUAS_ANDINAS;2025-11-14
5918;30;PAGO_SERVICIO;-348704;WEB;SUPERMERCADO_LIDER;2025-07-02
5919;26;TRANSFERENCIA_ENVIADA;-3507;ATM;AMAZON;2025-10-12
5920;30;PAGO_NOMINA;2081929;APP_MOVIL;MARIA_GONZALEZ;2025-03-17
5921;25;DEPOSITO;904768;ATM;BANCO_CHILE;2025-12-25
5922;14;TRANSFERENCIA_ENVIADA;-309269;APP_MOVIL;UBER;2025-02-01
5923;25;PAGO_NOMINA;1884329;SUCURSAL;BANCO_ESTADO;2025-03-17
5924;30;GIRO_CAJERO;-367483;ATM;UBER;2025-05-04
5925;30;DEPOSITO;269655;APP_MOVIL;MARIA_GONZALEZ;2025-09-05
5926;25;GIRO_CAJERO;-17376;WEB;AGUAS_ANDINAS;2025-05-01
5927;8;COMPRA_COMERCIO;-664168;ATM;AGUAS_ANDINAS;2025-03-09
5928;13;PAGO_NOMINA;1710747;WEB;MARIA_GONZALEZ;2025-01-27
5929;4;PAGO_SERVICIO;-474416;SUCURSAL;SUPERMERCADO_LIDER;2025-01-13
5930;25;PAGO_NOMINA;889778;APP_MOVIL;BANCO_ESTADO;2025-12-22
5931;15;GIRO_CAJERO;-526807;WEB;NETFLIX;2025-04-12
5932;7;COMPRA_COMERCIO;-438478;ATM;UBER;2025-02-25
5933;16;DEPOSITO;1507341;SUCURSAL;JUAN_PEREZ;2025-02-19
5934;20;PAGO_NOMINA;1531015;WEB;JUAN_PEREZ;2025-11-03
5935;11;TRANSFERENCIA_ENVIADA;-442405;ATM;UBER;2025-11-17
5936;1;TRANSFERENCIA_ENVIADA;-484658;SUCURSAL;AMAZON;2025-12-15
5937;3;GIRO_CAJERO;-103322;ATM;SHELL;2025-05-17
5938;23;PAGO_SERVICIO;-403075;ATM;COPEC;2025-01-04
5939;21;PAGO_NOMINA;1655398;APP_MOVIL;EMPRESA_X;2025-08-28
5940;29;COMPRA_COMERCIO;-258582;WEB;UBER;2025-11-04
5941;20;PAGO_NOMINA;886583;WEB;EMPRESA_Y;2025-09-13
5942;30;TRANSFERENCIA_ENVIADA;-553758;SUCURSAL;UBER;2025-04-02
5943;20;DEPOSITO;542529;APP_MOVIL;PROVEEDOR_ABC;2025-11-06
5944;4;COMPRA_COMERCIO;-360713;APP_MOVIL;MOVISTAR;2025-11-02
5945;29;PAGO_SERVICIO;-296494;SUCURSAL;NETFLIX;2025-04-22
5946;23;GIRO_CAJERO;-681429;SUCURSAL;AMAZON;2025-05-26
5947;23;DEPOSITO;1545052;ATM;BANCO_CHILE;2025-07-05
5948;12;PAGO_SERVICIO;-531721;APP_MOVIL;COPEC;2025-01-13
5949;4;PAGO_NOMINA;2402680;APP_MOVIL;PROVEEDOR_ABC;2025-08-06
